Pressure [bar],Kp gain,Frequency [Hz],OBB front displacement [m],OBB rear displacement [m],Stand displacement [m],Stand arm displacement [m],OBB front phase wrt stand arm [deg],OBB rear phase wrt stand arm [deg],Stand phase wrt stand arm [deg],Stand arm phase [deg],Piston amplitude [m],Tip amplitude [m],Tilt amplitude [m],Other modes amplitude [m]
-0.4,200,20,4.25594678760481e-06,4.308225658167904e-06,5.825017988625343e-06,3.9398367751869257e-07,21.044586721928,20.923148947696717,21.373891665801068,142.53500302628674,6.494580511177151e-07,2.701678584770642e-07,1.2462350340612486e-05,2.425591685403408e-07
-0.4,200,25,1.7841809286286169e-06,1.6841449138819293e-06,2.3012215458357062e-06,1.4683922239951666e-06,2.3809179512388994,2.9708964239714675,3.500420551948835,104.66264988075052,1.2757859287461879e-06,1.3417530072684315e-07,3.4736841406848604e-06,6.721379786011491e-08
-0.4,200,30,6.931630797121789e-07,6.82087168394541e-07,9.246373180858423e-07,1.2229169956795922e-06,1.322805223654413,1.1612134770538205,2.0142351658342363,106.15055673481453,2.1367975929292406e-06,1.5482497067254168e-07,1.7642100971026499e-06,6.683030472369189e-08
-0.25,500,3,1.590972743897531e-06,1.657550966345278e-06,2.656427408320726e-06,1.401158335447616e-06,27.564546663610116,27.346675885213088,24.073381195524973,36.763418740982786,2.241892043493394e-08,1.1707855898528992e-08,1.334880059952827e-07,1.2721958290874742e-08
-0.25,500,5,1.6896020258000492e-06,1.7574025473241452e-06,2.4366208548818144e-06,1.3256404774799444e-06,-0.7161894574405343,-0.9440559091222411,-3.354824799623443,5.790481774208804,8.945347601203372e-08,3.969849740212361e-08,4.4750509079328325e-07,2.843549695797291e-08
-0.25,500,7,1.8386491413758168e-06,1.9109520706709238e-06,2.5472452811711872e-06,1.7509020229397921e-06,-0.8484662382821284,-1.0588348020153262,-0.26532635889199696,174.37888267523434,5.558261701800619e-07,1.7105061516863375e-07,6.856993999941711e-07,6.554718269696853e-09
-0.25,500,10,1.385770109995298e-06,1.433633011741745e-06,1.912427843100865e-06,1.29584421083466e-06,-1.4276931347571349,-1.5989493895530558,-1.3876993678039469,124.24376256231359,3.3369653655290564e-07,4.0053678963592535e-08,2.5368286184535114e-06,4.441338972710036e-08
-0.25,500,15,5.6039539289203544e-06,5.727357637830164e-06,7.7157887417551e-06,2.8710833429021225e-06,-4.058013601144523,-4.171814142727953,-3.8530031549477997,132.55663163665838,3.0135520288351926e-06,6.167790924096823e-07,1.4102491982694703e-05,2.4924097502163906e-07
-0.25,500,20,4.246313685367559e-06,4.303507734063439e-06,5.8234892703469985e-06,4.0445025952762814e-07,22.705578830010268,22.63629926343711,23.072574694811834,140.57823843144118,1.1561265458064942e-06,2.2716148529391095e-07,1.658083890229906e-05,3.124023506945811e-07
-0.25,500,25,1.7827524567696137e-06,1.6851648877097492e-06,2.299040277330611e-06,1.4703524720584534e-06,2.6334242729059127,3.2800380975799897,3.826595353015591,97.37072002963134,1.3541827417857576e-06,1.4834092817889052e-07,4.373686279940105e-06,9.023503308112849e-08
-0.25,500,30,6.904203877902199e-07,6.835053314531107e-07,9.255243455055355e-07,1.2220348905660669e-06,1.4805021709356652,1.2638892769911791,2.169187396068992,97.33050475080631,2.265610658328782e-06,1.4378890426829391e-07,2.4214224584911747e-06,6.643769228220975e-08
-0.25,200,3,1.6030903129227377e-06,1.6705295306614827e-06,2.723502050788126e-06,8.436552715553475e-07,17.796188643065932,17.206396327851223,22.50123063938122,77.38117612119706,1.9252737090165731e-07,2.7034460391331267e-08,5.185143002482057e-07,3.3339477228050646e-08
-0.25,200,5,1.6993697339989722e-06,1.7724751035684578e-06,2.2952077833783802e-06,1.2641157944674125e-06,1.840566065026799,1.6505574379641228,4.630082706391054,12.816290405807841,3.9957631858586756e-07,9.878350588044703e-08,1.6396524233281086e-06,4.6554041896955955e-08
-0.25,200,7,1.854004593876613e-06,1.9257436025011335e-06,2.561896385771031e-06,1.77819579259931e-06,1.9366896235967772,1.7040041360738343,1.145897394908232,102.68234389115207,4.854690429196191e-07,3.7471952708294887e-07,1.8794608570418275e-06,3.6591311482628166e-08
-0.25,200,10,1.392989170605537e-06,1.4402175687977894e-06,1.910975524256329e-06,1.2945774433003931e-06,-0.803879874889077,-0.9624138687011907,-0.8813956582381195,158.8860601157747,6.874590255769092e-07,5.033598526458794e-08,3.552316071637834e-06,7.145938846472047e-08
-0.25,200,15,5.547412069354485e-06,5.672865859599086e-06,7.651048839155735e-06,2.8592235214423093e-06,-3.514209044026444,-3.658003350829375,-3.358049570382846,116.47467627347201,1.4537990834281666e-06,9.204280479425535e-08,9.834682702798408e-06,1.8871655192882371e-07
-0.25,200,20,4.25743562484519e-06,4.315527422419408e-06,5.840470774410228e-06,3.94723193185174e-07,20.93909105505616,20.82048068499885,21.251312877202523,36.22819029298372,4.0543442615191135e-07,2.6951868370316835e-07,1.234929731302911e-05,2.585811897131538e-07
-0.25,200,25,1.7791488348628633e-06,1.6813604051732353e-06,2.295335535877918e-06,1.469938041351312e-06,2.393752911568839,3.0166421862887205,3.674087485706309,159.0227668220525,4.7321111360131155e-07,1.11205196975284e-07,3.43059212082191e-06,9.375692168459698e-08
-0.25,200,30,6.898173665153505e-07,6.827805696969296e-07,9.250448827927764e-07,1.2192036671792374e-06,1.3276840436012094,1.1103952114522997,2.008414453005173,144.94184817946788,1.7079680706316003e-06,1.1517833453080246e-07,2.0183759310970853e-06,6.232172201127179e-08
-0.10200000000000001,500,3,1.5851475823198656e-06,1.6498789373235306e-06,2.364792290157545e-06,1.478195694207942e-06,-29.825327170265666,-30.03373995001634,-10.603066694220516,93.35881811727654,6.555112161129484e-07,1.2290701024647666e-08,1.3777949329497639e-07,8.153268438114416e-09
-0.10200000000000001,500,5,1.6827513461665736e-06,1.7523638624221537e-06,2.3332524270489975e-06,1.5646311099935443e-06,0.6893760418440564,0.3992519294244019,1.2257408059000383,17.969391973940457,2.8636736535613083e-07,2.568087686993973e-08,4.427921491925952e-07,1.0726501414623151e-08
-0.10200000000000001,500,7,1.8372772551517472e-06,1.9063361912075302e-06,2.5290738465743856e-06,1.772956081664289e-06,-1.022377493926296,-1.2367819791430037,0.4078239085202604,18.760821765675885,1.46847987268019e-07,1.475678592938413e-07,6.712502138394289e-07,2.840543121858604e-08
-0.10200000000000001,500,10,1.3823197850011619e-06,1.4282195131043836e-06,1.931021749410715e-06,1.29676055609897e-06,-1.1499679569399035,-1.3237258352622945,-1.346214816534001,105.642158329384,6.813970493115361e-07,5.574081679342523e-07,2.5893784729818814e-06,4.991792531601662e-08
-0.10200000000000001,500,15,5.522229653419486e-06,5.643420548236347e-06,7.603430294391285e-06,2.8654135740604316e-06,-3.564453187307322,-3.688232385308737,-3.3955524113702893,139.26211974960722,2.157023799969948e-06,7.245979550466727e-08,1.3092985159450151e-05,2.358112854599595e-07
-0.10200000000000001,500,20,4.262216356100167e-06,4.316857052851105e-06,5.840166233530399e-06,3.9256832609176945e-07,23.165002382071577,23.14560453379886,23.582148351821075,139.6800084523484,1.0161830310249859e-06,2.158277004115462e-07,1.553458591661185e-05,2.9783288867217947e-07
-0.10200000000000001,500,25,1.7720079558992334e-06,1.676920988407795e-06,2.2855556256783913e-06,1.466326124302275e-06,2.6941289449948727,3.328083636364653,3.8635655980856143,172.79261579239022,6.863508747478692e-07,1.3352522821181703e-07,4.066944138774989e-06,1.0724385052260978e-07
-0.10200000000000001,500,30,6.818428548163771e-07,6.829108417589459e-07,9.267158363239417e-07,1.21906641903549e-06,1.7619508227789833,1.1344541088314735,2.00999130787123,13.958442709017708,1.713303130481443e-06,1.569721326760754e-07,2.2985285538732954e-06,5.769481961944629e-08
-0.10200000000000001,200,3,1.5958239595237935e-06,1.6652263659829796e-06,2.9086692151241988e-06,6.959697580130667e-07,57.23630028985856,57.11108388645435,54.033382809547064,23.892612215191196,4.831378747295917e-07,6.98249587896751e-08,4.945716995222423e-07,1.643820399181327e-08
-0.10200000000000001,200,5,1.6948135754490641e-06,1.7630144720653923e-06,2.363447650103706e-06,1.379505942447385e-06,6.53060300380358,6.217283393857566,11.9217755672551,2.7568814285093532,4.654356514421764e-07,1.088943555435068e-07,1.6593795241392084e-06,3.0820268647882604e-08
-0.10200000000000001,200,7,1.845454895742957e-06,1.9141335962687626e-06,2.649795620219604e-06,1.6864941391379748e-06,-2.0444451036551925,-2.2514450188526496,-3.8411818926993817,160.8273991484758,4.65358614399341e-07,3.681176900234706e-07,1.6734358853330068e-06,4.3834951440835944e-08
-0.10200000000000001,200,10,1.385497028518404e-06,1.431597272288506e-06,1.9314236025303173e-06,1.302504023278918e-06,-0.5429763404951871,-0.718281041371597,-0.8897550394494544,143.7769018074554,5.553455640285011e-07,7.585653227285369e-08,3.4266121103673836e-06,6.063419532985214e-08
-0.10200000000000001,200,15,5.483859930061673e-06,5.608031319502044e-06,7.560427840344918e-06,2.8505276416349688e-06,-3.558141343537635,176.28942849383566,-3.417684173146002,3.6487761769690716,1.2005010943084783e-06,5.851832208301474e-08,9.044220079533435e-06,1.7330209932112127e-07
-0.10200000000000001,200,20,4.272882981286144e-06,4.327326175577097e-06,5.855685287704971e-06,3.8819536580262054e-07,21.26768014302283,21.190888426772318,21.64631962763795,91.7947812632687,6.076016136427981e-07,2.196318097580464e-07,1.1137217485319506e-05,2.3786752832700086e-07
-0.10200000000000001,200,25,1.7709158329245436e-06,1.676853056454763e-06,2.2914221344925414e-06,1.4690540373759446e-06,2.4430615083694427,3.082913494473278,3.597526885357656,20.45919500944546,5.802387672133135e-07,9.18505605405092e-08,3.2037561562950833e-06,7.704825356004099e-08
-0.10200000000000001,200,30,6.818998222223812e-07,6.827573179562524e-07,9.271969220698888e-07,1.21921386292827e-06,1.731165907801767,1.1334991381384611,1.9953055190397038,158.95000031327518,1.8523000577285275e-06,1.1291844573577192e-07,1.6986270794696904e-06,4.158152953100018e-08
0.002,500,3,1.5909104846914142e-06,1.6471058536243107e-06,1.758410630681284e-06,1.0553030191936844e-06,-61.316363410691,-61.74403141323084,-67.89519694152892,151.50323457604065,5.081322210344291e-07,2.0858844371730674e-08,9.39570138918148e-08,1.091571658126586e-08
0.002,500,5,1.6844545056207697e-06,1.7483612129265577e-06,2.2620240765307625e-06,1.3650265540862106e-06,0.4900025054248296,0.25560030051462235,-0.29886196853002645,17.830662040258705,2.848710080040136e-07,1.8800120008340008e-07,4.3815957149491074e-07,1.0690834651384244e-08
0.002,500,7,1.836893990566375e-06,1.9032091902745991e-06,2.5141107941618313e-06,1.8004707652259548e-06,0.9413508422035619,0.7126663871009455,1.0238394274246616,52.714783196791466,7.120835712344299e-07,1.0511302996150816e-07,7.361642331689808e-07,1.0992106048720692e-08
0.002,500,10,1.378930575974292e-06,1.4237756611158588e-06,1.9186108758732112e-06,1.3029465987064461e-06,-1.1537973593021889,-1.3375111405549092,-1.4645777714942767,101.48200456619944,5.680574984385909e-07,9.480907900072114e-08,2.6775089241788823e-06,4.883398294669423e-08
0.002,500,15,5.442677153617035e-06,5.561560071480475e-06,7.4722795606422526e-06,2.8486868659321933e-06,-3.75878618098767,-3.894060622485881,-3.5921420027742386,135.80879368249748,2.2783293274903267e-06,8.661375776195459e-08,1.2633415297167269e-05,2.3470497786464708e-07
0.002,500,20,4.262890982415635e-06,4.323520045981461e-06,5.872183800499996e-06,3.909096629087895e-07,23.2104233686986,23.180606393199568,23.232844141031247,1.0353129227643798,1.454298176298036e-06,7.063371005935433e-07,1.481635277277732e-05,2.872437013383557e-07
0.002,500,25,1.7659475190024134e-06,1.672444264138471e-06,2.2790634040451966e-06,1.4595443971297855e-06,2.5515290589090966,3.2108749925718314,3.7809937401852807,124.4925662484264,1.2707533753289179e-06,9.473647991699562e-08,3.954336561146445e-06,8.900204229274597e-08
0.002,500,30,6.775541945440837e-07,6.810282020468665e-07,9.226706957164876e-07,1.2158790351088225e-06,1.9015639775192597,1.1756532431535902,2.2366678119217056,161.58686042519702,1.878485050724383e-06,1.61849650189875e-07,1.985298448887292e-06,5.062888964154628e-08
0.002,200,3,1.5936412546551086e-06,1.6574210940420567e-06,2.752587521961588e-06,1.368331851565442e-06,-33.19835214854588,-33.22553228770116,-35.05782943048203,115.2270766208865,4.719270633153048e-07,4.1574268195287216e-08,5.064585421525487e-07,1.4942312900509336e-08
0.002,200,5,1.6913136579542617e-06,1.756248106092793e-06,2.4533924653433607e-06,1.2770465361249325e-06,4.529021537095865,4.256019037204368,-1.2115941277527469,35.6548153160464,4.6740911252595546e-07,1.0821689519432401e-07,1.5878576498838713e-06,3.421369293529665e-08
0.002,200,7,1.8371683136344307e-06,1.9054908838949764e-06,2.783458256177359e-06,1.707059535888461e-06,-0.07855410152197706,-0.3002264696327597,1.8975781474235163,15.473889486103236,8.028086765304554e-07,3.427330633989365e-07,1.6752496936444972e-06,3.093907101315786e-08
0.002,200,10,1.3791149527762795e-06,1.423800943381934e-06,1.9170151382504703e-06,1.2985106836704321e-06,-0.7817684781284839,-0.979143474098862,-1.0317032613143766,121.9107907338563,6.042767304330136e-07,6.52178941379489e-08,3.321795009823572e-06,6.158957905544996e-08
0.002,200,15,5.420180362031965e-06,5.541382649317257e-06,7.478118150447181e-06,2.8385103062016213e-06,-3.4949277393492935,-3.6569085650126567,-3.2813601790483062,165.71130912508815,1.0964586300474595e-06,4.255167218121755e-08,8.717907107342125e-06,1.8124049281718638e-07
0.002,200,20,4.2744399745022995e-06,4.335818234684848e-06,5.875330819838687e-06,3.796853139929186e-07,21.970249366477503,21.881270048175878,22.255004604303593,49.08465111664928,7.328954816434484e-07,2.5069854004255963e-07,1.13497575362026e-05,2.2925662043064338e-07
0.002,200,25,1.765395651417845e-06,1.672316366803574e-06,2.285935142715418e-06,1.4600372756050776e-06,2.6325308713999576,3.262817238365834,3.8623081533258556,38.48405202245696,6.551652001582682e-07,1.3066874085304574e-07,2.7237090616227767e-06,7.246869075915496e-08
0.002,200,30,6.778126083504917e-07,6.812544643266294e-07,9.254620098946816e-07,1.2143053354400666e-06,1.7174955093183684,1.054384815048003,1.891119934947568,59.3423575931047,1.923658680537739e-06,1.4271085738403844e-07,1.4324375380303768e-06,3.2698657007512144e-08
0.002,0,3,1.5906265499750585e-06,1.6481130879915786e-06,2.932739974469841e-06,8.374356409688582e-07,74.39894313903685,74.1077559045023,77.3091820092879,24.299849107256154,1.4459388946960486e-07,5.676220782311197e-09,3.754674257010689e-08,1.2544810538050412e-08
0.002,0,5,1.687160536754134e-06,1.7553487539767597e-06,2.2397542309925137e-06,1.3683808658716126e-06,0.18590122670065057,-0.0770316892064642,-0.30772033921895314,54.41399736624754,4.808641591435073e-07,2.4487703149032157e-08,9.40921463807848e-09,2.2948631607800718e-08
0.002,0,7,1.8358242681217114e-06,1.9045095349512055e-06,2.4760936112414803e-06,1.7752535116062568e-06,0.6296973705956717,0.38250740002101935,0.20011477342227835,34.05957905211093,4.698224820458205e-07,2.335106996417307e-08,1.9031916682168477e-08,1.2743957491880871e-08
0.002,0,10,1.3797145068252718e-06,1.424646420805701e-06,1.926706122337669e-06,1.2851697965924239e-06,-0.9390698712951746,-1.1360118759130842,-1.0204594114505596,168.00734029048238,1.4559349668399207e-06,1.3449353451466513e-08,1.5455045547550565e-08,1.9345307936064985e-08
